,Label1,Label2,Count,Total_Label_1,Total_Label_2,p_value,p_value_fdr
9400,ATPase family associated with various cellular activities (AAA),PAS domain,2,430,3511,0.9988207874842767,1.0
9401,ATPase family associated with various cellular activities (AAA),Putative DNA-binding HTH domain,2,430,36,0.0038617477483232554,0.006730362384257744
9402,ATPase family associated with various cellular activities (AAA),Protein of unknown function (DUF433),2,430,40,0.004749159733193404,0.008020897995738338
9403,ATPase family associated with various cellular activities (AAA),"Bacterial regulatory helix-turn-helix protein, lysR family",6,430,589,0.004342260893040131,0.0074337579471262455
9404,ATPase family associated with various cellular activities (AAA),LysR substrate binding domain,6,430,589,0.004342260893040131,0.0074337579471262455
9405,ATPase family associated with various cellular activities (AAA),Mga helix-turn-helix domain,2,430,79,0.017573681815300387,0.025006607865595356
9406,ATPase family associated with various cellular activities (AAA),HTH domain,3,430,424,0.09543836762996265,0.11418696490479907
9407,ATPase family associated with various cellular activities (AAA),PRD domain,2,430,156,0.06071919825024217,0.07567300718583915
9408,AAA lid domain,Hpt domain,2,171,245,0.026034118552199156,0.03552715610505689
9409,AAA lid domain,His Kinase A (phospho-acceptor) domain,2,171,4527,0.945676858590895,0.9666680049972284
9410,AAA lid domain,FIST N domain,2,171,30,0.00043677701468909376,0.001050510449310968
9411,AAA lid domain,FIST C domain,2,171,30,0.00043677701468909376,0.001050510449310968
9412,AAA lid domain,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",3,171,6352,0.9579644946193389,0.9779519120716453
9413,AAA lid domain,PAS domain,2,171,3511,0.8733239819462465,0.8977687170479537
9414,AAA lid domain,Putative DNA-binding HTH domain,2,171,36,0.0006300471672600818,0.0014298050044086663
9415,AAA lid domain,Protein of unknown function (DUF433),2,171,40,0.0007779808534490286,0.0017080388730904188
9416,AAA lid domain,"Bacterial regulatory helix-turn-helix protein, lysR family",6,171,589,3.462402130773687e-05,0.0001259094070664923
9417,AAA lid domain,LysR substrate binding domain,6,171,589,3.462402130773687e-05,0.0001259094070664923
9418,AAA lid domain,Mga helix-turn-helix domain,2,171,79,0.0029942834594618058,0.005404871155939918
9419,AAA lid domain,HTH domain,2,171,424,0.06952165866356158,0.08560110380435079
9420,AAA lid domain,PRD domain,2,171,156,0.011165406394786255,0.016752565708221128
9421,Chlamydia polymorphic membrane protein (Chlamydia_PMP) repeat,Leucine rich repeat N-terminal domain,6,129,395,7.109301116030186e-07,4.590850067962404e-06
9422,Chlamydia polymorphic membrane protein (Chlamydia_PMP) repeat,Protein of unknown function (DUF1194),2,129,30,0.00024924796116743885,0.0006531939281443768
9423,Chlamydia polymorphic membrane protein (Chlamydia_PMP) repeat,Leucine Rich Repeat,6,129,756,2.842402292682442e-05,0.00010698296523414967
9424,Chlamydia polymorphic membrane protein (Chlamydia_PMP) repeat,Leucine rich repeat,4,129,482,0.0005480824554611742,0.0012710521457571444
9425,Chlamydia polymorphic membrane protein (Chlamydia_PMP) repeat,Secretion system C-terminal sorting domain,2,129,1403,0.291438527206255,0.3185870698939326
9426,Chlamydia polymorphic membrane protein (Chlamydia_PMP) repeat,Right handed beta helix region,4,129,340,0.00014675479028685974,0.0004176230111149737
9427,Calx-beta domain,Chlamydia polymorphic membrane protein (Chlamydia_PMP) repeat,2,413,129,0.040316275245797895,0.0524257647081174
9428,Divergent InlB B-repeat domain,Protein of unknown function (DUF1194),2,1034,30,0.014593795036775006,0.02121605146420564
9429,Divergent InlB B-repeat domain,Leucine rich repeat,9,1034,482,0.0032954957707056498,0.005879796880738693
9430,Calx-beta domain,Divergent InlB B-repeat domain,6,413,1034,0.043553948344188895,0.05615895422254887
9431,Bacterial DNA polymerase III alpha NTPase domain,"Nucleotidyl transferase AbiEii toxin, Type IV TA system",2,90,24,7.720835127389698e-05,0.0002451907662863413
9432,Bacterial DNA polymerase III alpha NTPase domain,Putative transposon-transfer assisting protein,2,90,24,7.720835127389698e-05,0.0002451907662863413
9433,Bacterial DNA polymerase III alpha NTPase domain,OB-fold nucleic acid binding domain,2,90,117,0.0018380076747116613,0.003577229357117189
9434,Bacterial DNA polymerase III alpha NTPase domain,Helix-hairpin-helix motif,2,90,349,0.015182925564901053,0.021944453509398786
9435,Bacterial DNA polymerase III alpha NTPase domain,"DNA polymerase III subunit alpha, C-terminal domain",2,90,24,7.720835127389698e-05,0.0002451907662863413
9436,Bacterial DNA polymerase III alpha NTPase domain,Protein of unknown function (DUF3987),2,90,179,0.00422335279218474,0.007263267544207259
9437,Bacterial DNA polymerase III alpha NTPase domain,"Bifunctional DNA primase/polymerase, N-terminal",2,90,408,0.020343213611465735,0.028490695464933418
9438,Bacterial DNA polymerase III alpha NTPase domain,DNA polymerase family A,2,90,149,0.0029535117100686625,0.005345274540839364
9439,3'-5' exonuclease,Bacterial DNA polymerase III alpha NTPase domain,2,149,90,0.0029535117100686625,0.005345274540839364
9440,Bacterial DNA polymerase III alpha NTPase domain,YhcG PDDEXK nuclease domain,2,90,103,0.0014297113727374453,0.0028762543348990225
9441,Bacterial DNA polymerase III alpha NTPase domain,DUF1016 N-terminal domain,2,90,103,0.0014297113727374453,0.0028762543348990225
9442,Bacterial DNA polymerase III alpha subunit finger domain,"Nucleotidyl transferase AbiEii toxin, Type IV TA system",2,108,24,0.00011121401556592768,0.0003313027229299361
9443,Bacterial DNA polymerase III alpha subunit finger domain,Putative transposon-transfer assisting protein,2,108,24,0.00011121401556592768,0.0003313027229299361
9444,Bacterial DNA polymerase III alpha subunit finger domain,OB-fold nucleic acid binding domain,2,108,117,0.002630172362084049,0.00485225499025802
9445,Bacterial DNA polymerase III alpha subunit finger domain,Helix-hairpin-helix motif,2,108,349,0.021378191943482956,0.029768797549693388
9446,Bacterial DNA polymerase III alpha subunit finger domain,"DNA polymerase III subunit alpha, C-terminal domain",2,108,24,0.00011121401556592768,0.0003313027229299361
9447,Bacterial DNA polymerase III alpha subunit finger domain,Protein of unknown function (DUF3987),2,108,179,0.00601731135237076,0.009819268158232988
9448,Bacterial DNA polymerase III alpha subunit finger domain,"Bifunctional DNA primase/polymerase, N-terminal",4,108,408,0.00014855551123392342,0.00042193438266261465
9449,Bacterial DNA polymerase III alpha subunit finger domain,DNA polymerase family A,2,108,149,0.004216943710410744,0.007254055332792261
9450,3'-5' exonuclease,Bacterial DNA polymerase III alpha subunit finger domain,2,149,108,0.004216943710410745,0.007254055332792261
9451,Bacterial DNA polymerase III alpha subunit finger domain,YhcG PDDEXK nuclease domain,2,108,103,0.0020479246249968668,0.00391683817140507
9452,Bacterial DNA polymerase III alpha subunit finger domain,DUF1016 N-terminal domain,2,108,103,0.0020479246249968668,0.00391683817140507
9453,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",Protein of unknown function (DUF1566),2,6352,16,0.1202466498733228,0.14087710235314724
9454,His Kinase A (phospho-acceptor) domain,Protein of unknown function (DUF1566),2,4527,16,0.06745564820236102,0.08336503722910876
9455,Biotin/lipoate A/B protein ligase family,Seryl-tRNA synthetase N-terminal domain,2,85,86,0.0008934576240781131,0.0019184784122479833
9456,Biotin protein ligase C terminal domain,Seryl-tRNA synthetase N-terminal domain,2,69,86,0.0005902502457846277,0.0013523107293173134
9457,Cation transport ATPase (P-type),Seryl-tRNA synthetase N-terminal domain,2,20,86,4.8587160533678955e-05,0.0001680275494823348
9458,Seryl-tRNA synthetase N-terminal domain,haloacid dehalogenase-like hydrolase,2,86,236,0.006602293020250251,0.010622129845916158
9459,"Cation transporting ATPase, C-terminus",Seryl-tRNA synthetase N-terminal domain,2,137,86,0.0022917217674695593,0.004315522881833352
9460,Biotin/lipoate A/B protein ligase family,"tRNA synthetase class II core domain (G, H, P, S and T)",2,85,86,0.0008934576240781131,0.0019184784122479833
9461,Biotin protein ligase C terminal domain,"tRNA synthetase class II core domain (G, H, P, S and T)",2,69,86,0.0005902502457846277,0.0013523107293173134
9462,Cation transport ATPase (P-type),"tRNA synthetase class II core domain (G, H, P, S and T)",2,20,86,4.8587160533678955e-05,0.0001680275494823348
9463,haloacid dehalogenase-like hydrolase,"tRNA synthetase class II core domain (G, H, P, S and T)",2,236,86,0.0066022930202502515,0.010622129845916158
9464,"Cation transporting ATPase, C-terminus","tRNA synthetase class II core domain (G, H, P, S and T)",2,137,86,0.0022917217674695593,0.004315522881833352
9465,AAA domain,ParA helix turn helix domain,2,1791,8,0.0030275605546870228,0.005459687291819469
9466,Domain of unknown function (DUF4143),ParA helix turn helix domain,2,466,8,0.00021118379137658654,0.0005674655301226354
9467,Prolyl oligopeptidase family,WD40-like Beta Propeller Repeat,2,52,481,0.009804787809656665,0.01495637016158398
9468,OmpA family,Prolyl oligopeptidase family,2,310,52,0.004206687294505322,0.007242437401206207
9469,Prolyl oligopeptidase family,Protein kinase domain,2,52,773,0.023938345477995695,0.03298501728965193
9470,Legume lectin domain,Prolyl oligopeptidase family,2,25,52,2.787192356833397e-05,0.00010526994868027947
9471,Cellulose or protein binding domain,Prolyl oligopeptidase family,3,469,52,0.00042734385469274985,0.0010319204983083652
9472,CotH kinase protein,Prolyl oligopeptidase family,3,239,52,5.908379590705946e-05,0.000197931024504325
9473,N-acetylmuramoyl-L-alanine amidase,Prolyl oligopeptidase family,2,458,52,0.008928735816972599,0.013776117339282792
9474,Copper amine oxidase N-terminal domain,Prolyl oligopeptidase family,2,138,52,0.0008588663306058919,0.0018548965028136646
9475,WD40-like Beta Propeller Repeat,WD40-like Beta Propeller Repeat,7,481,481,0.0005240846519887785,0.0012246014633486239
9476,OmpA family,WD40-like Beta Propeller Repeat,8,310,481,3.7775948950520072e-06,1.9329208028950844e-05
9477,Protein kinase domain,WD40-like Beta Propeller Repeat,6,773,481,0.02468506001211665,0.033900953059823026
9478,Legume lectin domain,WD40-like Beta Propeller Repeat,4,25,481,7.897573089282473e-07,5.015298487932853e-06
9479,Cellulose or protein binding domain,WD40-like Beta Propeller Repeat,10,469,481,1.3117926475359938e-06,7.809944305528863e-06
9480,CotH kinase protein,WD40-like Beta Propeller Repeat,5,239,481,0.0006679049930431955,0.0015005051686645854
9481,Copper amine oxidase N-terminal domain,WD40-like Beta Propeller Repeat,2,138,481,0.05959351143622421,0.07440462749633525
9482,"Alanine racemase, C-terminal domain",Glycosyl transferase 4-like domain,2,34,30,1.7115533631836806e-05,7.03015273948132e-05
9483,"Alanine racemase, N-terminal domain",Glycosyl transferase 4-like domain,2,34,30,1.7115533631836806e-05,7.03015273948132e-05
9484,Glycosyl transferase 4-like domain,Glycosyl transferases group 1,4,30,316,3.1951087391094097e-07,2.27654250167351e-06
9485,Glycosyl transferase 4-like domain,Glycosyltransferase Family 4,4,30,260,1.4683884783316295e-07,1.1584078049013014e-06
9486,Domain of unknown function (DUF1887),Glycosyl transferase 4-like domain,1,226,30,0.039452043538859685,0.05142793495479774
9487,CRISPR-associated protein (Cas_Cas02710),Glycosyl transferase 4-like domain,1,282,30,0.04899267545705712,0.062424300617794554
9488,Diacylglycerol kinase catalytic domain,Glycosyl transferase 4-like domain,2,98,30,0.00014398562589851814,0.0004105337543717126
9489,Glycosyl transferase 4-like domain,YegS C-terminal NAD kinase beta sandwich-like domain,2,30,98,0.0001439856258985181,0.0004105337543717126
9490,Domain of unknown function (DUF1887),Glycosyl transferases group 1,4,226,316,0.0009248330101366506,0.001975084915368263
9491,Diacylglycerol kinase catalytic domain,Glycosyl transferases group 1,6,98,316,3.7677099350788315e-08,3.425898783096966e-07
9492,Glycosyl transferases group 1,YegS C-terminal NAD kinase beta sandwich-like domain,6,316,98,3.767709935078832e-08,3.425898783096966e-07
9493,AP2 domain,"Initiator Rep protein, WH2",7,18,4247,1.5983195984894593e-07,1.2475822702139129e-06
9494,"Cellulose-binding Sde182, nucleoside hydrolase-like domain","Initiator Rep protein, WH2",10,22,4247,4.9989460857657687e-11,7.702176469104232e-10
9495,"Cellulose-binding protein Sde0182, C-terminal domain","Initiator Rep protein, WH2",10,22,4247,4.9989460857657687e-11,7.702176469104232e-10
9496,AP2 domain,"Initiator Replication protein, WH1",7,18,4247,1.5983195984894593e-07,1.2475822702139129e-06
9497,"Cellulose-binding Sde182, nucleoside hydrolase-like domain","Initiator Replication protein, WH1",10,22,4247,4.9989460857657687e-11,7.702176469104232e-10
9498,"Cellulose-binding protein Sde0182, C-terminal domain","Initiator Replication protein, WH1",10,22,4247,4.9989460857657687e-11,7.702176469104232e-10
9499,FHA domain,UvrD-like helicase C-terminal domain,2,46,967,0.02880563450395592,0.038873130442389804
9500,"DNA polymerase III, delta subunit, C terminal",UvrD-like helicase C-terminal domain,4,34,967,4.351974350085406e-05,0.00015314120768671876
9501,HAS barrel domain,UvrD-like helicase C-terminal domain,1,14,967,0.07738724233601114,0.09426427156298689
9502,AAA domain,FHA domain,2,1791,46,0.08596043794659852,0.10381426175000395
9503,AAA domain,"DNA polymerase III, delta subunit, C terminal",4,1791,34,0.0004568078244770468,0.001090820578209019
9504,AAA domain,"DNA polymerase III, delta subunit",7,1791,167,0.002197990230175434,0.004163796975660784
9505,AAA domain,HAS barrel domain,1,1791,14,0.13890276169210045,0.16052383207621065
9506,3'-5' exonuclease,AAA domain,20,149,1791,2.604582939975442e-16,7.039864241813362e-15
9507,AAA domain,DNA polymerase family A,20,1791,149,2.604582939975442e-16,7.039864241813362e-15
9508,Putative transposase DNA-binding domain,zinc-binding in reverse transcriptase,10,1528,47,1.3898842370552277e-11,2.3064716187472668e-10
9509,Putative transposase DNA-binding domain,Reverse transcriptase-like,10,1528,124,2.3331692378773546e-07,1.740993876997115e-06
9510,Probable transposase,zinc-binding in reverse transcriptase,10,1430,47,7.290643619682247e-12,1.2479191897696177e-10
9511,Probable transposase,Reverse transcriptase-like,10,1430,124,1.2745730551027813e-07,1.0310777410156576e-06
9512,His Kinase A (phospho-acceptor) domain,Thioredoxin,2,4527,115,0.8177491050372108,0.8437003265732452
9513,His Kinase A (phospho-acceptor) domain,Sigma-54 interaction domain,2,4527,147,0.907640053996011,0.9307778305051589
9514,AAA ATPase domain,His Kinase A (phospho-acceptor) domain,9,269,4527,0.299040432853405,0.32622449246121427
9515,Bacterial transcriptional activator domain,His Kinase A (phospho-acceptor) domain,2,26,4527,0.15371793454817811,0.17613886021904565
9516,GyrI-like small molecule binding domain,His Kinase A (phospho-acceptor) domain,4,106,4527,0.3179677859895911,0.3454075631194924
9517,His Kinase A (phospho-acceptor) domain,MerR HTH family regulatory protein,4,4527,106,0.31796778598959125,0.3454075631194924
9518,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",Thioredoxin,4,6352,115,0.6334681453419534,0.6623291282987243
9519,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",Sigma-54 interaction domain,2,6352,147,0.9761882681110813,0.9946170064455264
9520,AAA ATPase domain,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",14,269,6352,0.1413143388052159,0.16301922469735824
9521,Bacterial transcriptional activator domain,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",4,26,6352,0.015513135094402964,0.022363877455690587
9522,GyrI-like small molecule binding domain,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",9,106,6352,0.018934152820938896,0.026751040511004697
9523,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",MerR HTH family regulatory protein,9,6352,106,0.018934152820938906,0.026751040511004697
9524,"L,D-transpeptidase catalytic domain",Putative peptidoglycan binding domain,2,166,348,0.04663761226017294,0.05973647455266034
9525,"L,D-transpeptidase catalytic domain","L,D-transpeptidase catalytic domain",1,166,166,0.15094459009651282,0.1732490307757755
9526,"L,D-transpeptidase catalytic domain",Repeat of unknown function (DUF5648),2,166,59,0.0015895072603372615,0.003150521627875149
9527,"L,D-transpeptidase catalytic domain",Protein of unknown function (DUF1524),2,166,93,0.0038880084878456984,0.006771022614603345
9528,Glycosyl hydrolase 108,"L,D-transpeptidase catalytic domain",2,46,166,0.000969620637882585,0.0020579804895810116
9529,"L,D-transpeptidase catalytic domain",Predicted Peptidoglycan domain,2,166,46,0.0009696206378825852,0.0020579804895810116
9530,"L,D-transpeptidase catalytic domain",Protein kinase domain,7,166,773,1.3393253424268985e-05,5.7205598234581656e-05
9531,"L,D-transpeptidase catalytic domain","Zinc finger, C3HC4 type (RING finger)",3,166,78,6.757180390219345e-05,0.00022025291594085554
9532,Putative peptidoglycan binding domain,Repeat of unknown function (DUF5648),2,348,59,0.006727715701497709,0.010797871424347445
9533,Protein of unknown function (DUF1524),Putative peptidoglycan binding domain,2,93,348,0.016065329585672184,0.02307305826512077
9534,Glycosyl hydrolase 108,Putative peptidoglycan binding domain,4,46,348,2.7203449040811384e-06,1.4651881110103073e-05
9535,Predicted Peptidoglycan domain,Putative peptidoglycan binding domain,4,46,348,2.7203449040811384e-06,1.4651881110103073e-05
9536,Putative peptidoglycan binding domain,"Zinc finger, C3HC4 type (RING finger)",3,348,78,0.0005916339413727078,0.001354580335041909
9537,Periplasmic binding protein-like domain,Phosphoribosyl transferase domain,1,230,36,0.047969302193998954,0.06123356349335204
9538,"Bacterial regulatory proteins, lacI family",Phosphoribosyl transferase domain,1,405,36,0.08296151858724854,0.10049181721315395
9539,ATP-NAD kinase C-terminal domain,Phosphoribosyl transferase domain,2,34,36,2.4769204129472002e-05,9.549745175929379e-05
9540,ATP-NAD kinase N-terminal domain,Phosphoribosyl transferase domain,2,34,36,2.4769204129472002e-05,9.549745175929379e-05
9541,Phosphoribosyl transferase domain,YjeF-related protein N-terminus,2,36,40,3.4410701844762196e-05,0.00012533205602327779
9542,Carbohydrate kinase,Phosphoribosyl transferase domain,2,40,36,3.4410701844762196e-05,0.00012533205602327779
9543,Enoyl-CoA hydratase/isomerase,Phosphoribosyl transferase domain,2,14,36,4.028638651397762e-06,2.043172955480783e-05
9544,"Formyl transferase, C-terminal domain",Phosphoribosyl transferase domain,2,44,36,4.1711573201137896e-05,0.0001475821695893101
9545,Formyl transferase,Phosphoribosyl transferase domain,2,44,36,4.1711573201137896e-05,0.0001475821695893101
9546,ATP-NAD kinase C-terminal domain,Glutamine amidotransferase domain,2,34,90,0.00015638960383492281,0.0004399548079584625
9547,ATP-NAD kinase N-terminal domain,Glutamine amidotransferase domain,2,34,90,0.00015638960383492281,0.0004399548079584625
9548,Glutamine amidotransferase domain,YjeF-related protein N-terminus,2,90,40,0.00021698704145124156,0.0005804943791030304
9549,Carbohydrate kinase,Glutamine amidotransferase domain,2,40,90,0.00021698704145124156,0.0005804943791030304
9550,Enoyl-CoA hydratase/isomerase,Glutamine amidotransferase domain,2,14,90,2.5545085404817804e-05,9.803187284992906e-05
9551,"Formyl transferase, C-terminal domain",Glutamine amidotransferase domain,2,44,90,0.0002628007310588301,0.0006827403839808306
9552,Formyl transferase,Glutamine amidotransferase domain,2,44,90,0.0002628007310588301,0.0006827403839808306
9553,RNA 2'-O ribose methyltransferase substrate binding,tRNA (Uracil-5-)-methyltransferase,4,52,58,3.372439088768394e-09,3.761160897436035e-08
9554,SpoU rRNA Methylase family,tRNA (Uracil-5-)-methyltransferase,4,75,58,1.5051974017163766e-08,1.4919926498221246e-07
9555,"Formyl transferase, C-terminal domain",tRNA (Uracil-5-)-methyltransferase,2,44,58,0.00010904426760934688,0.00032577782421015246
9556,Formyl transferase,tRNA (Uracil-5-)-methyltransferase,2,44,58,0.00010904426760934688,0.00032577782421015246
9557,"Prephenate dehydrogenase, nucleotide-binding domain",tRNA (Uracil-5-)-methyltransferase,3,84,58,3.6106050131360357e-06,1.8626866231690074e-05
9558,"Prephenate dehydrogenase, dimerization domain",tRNA (Uracil-5-)-methyltransferase,3,84,58,3.6106050131360357e-06,1.8626866231690074e-05
9559,DHHA1 domain,tRNA (Uracil-5-)-methyltransferase,2,175,58,0.0017048996633772012,0.0033487423140163763
9560,DHH family,tRNA (Uracil-5-)-methyltransferase,2,167,58,0.0015549005641732566,0.0030955785639717346
9561,tRNA (Uracil-5-)-methyltransferase,tRNA modifying enzyme MnmG/GidA C-terminal helical domain,2,58,58,0.00018995001637081877,0.0005188370526419313
9562,Glucose inhibited division protein A,tRNA (Uracil-5-)-methyltransferase,2,24,58,3.195532901569974e-05,0.00011805258853986482
9563,Ketopantoate reductase PanE/ApbA C terminal,tRNA (Uracil-5-)-methyltransferase,4,68,58,1.0103341590737702e-08,1.0347042797012554e-07
9564,Ketopantoate reductase PanE/ApbA,tRNA (Uracil-5-)-methyltransferase,4,68,58,1.0103341590737702e-08,1.0347042797012554e-07
9565,RNA 2'-O ribose methyltransferase substrate binding,TRAM domain,4,52,72,8.151615110539756e-09,8.47841778876411e-08
9566,SpoU rRNA Methylase family,TRAM domain,4,75,72,3.63270296142382e-08,3.3089603142449483e-07
9567,"Formyl transferase, C-terminal domain",TRAM domain,2,44,72,0.00016822163086137857,0.0004681451764900033
9568,Formyl transferase,TRAM domain,2,44,72,0.00016822163086137857,0.0004681451764900033
9569,"Prephenate dehydrogenase, nucleotide-binding domain",TRAM domain,3,84,72,6.943668386791211e-06,3.2675064004024094e-05
9570,"Prephenate dehydrogenase, dimerization domain",TRAM domain,3,84,72,6.943668386791211e-06,3.2675064004024094e-05
9571,DHHA1 domain,TRAM domain,2,175,72,0.002611238872983351,0.004823350560717951
9572,DHH family,TRAM domain,2,167,72,0.002382543970954284,0.0044699992457509965
9573,TRAM domain,tRNA modifying enzyme MnmG/GidA C-terminal helical domain,2,72,58,0.00029280773798517223,0.0007469017515814712
9574,Glucose inhibited division protein A,TRAM domain,2,24,72,4.9351738988569863e-05,0.0001704151481407246
9575,Ketopantoate reductase PanE/ApbA C terminal,TRAM domain,5,68,72,1.2593920703646356e-10,1.8121398635302413e-09
9576,Ketopantoate reductase PanE/ApbA,TRAM domain,5,68,72,1.2593920703646356e-10,1.8121398635302413e-09
9577,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain",Glycosyltransferase Family 4,2,56,260,0.0034544410910214546,0.006127432310118437
9578,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain",Zinc-binding dehydrogenase,1,56,72,0.02364399800497267,0.03261855796295837
9579,Alcohol dehydrogenase GroES-like domain,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain",1,72,56,0.023643998004972678,0.03261855796295837
9580,"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain",Glycosyltransferase Family 4,2,56,260,0.0034544410910214546,0.006127432310118437
9581,"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain",Zinc-binding dehydrogenase,1,56,72,0.02364399800497267,0.03261855796295837
9582,Alcohol dehydrogenase GroES-like domain,"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain",1,72,56,0.023643998004972678,0.03261855796295837
9583,MerR HTH family regulatory protein,TPR repeat,2,106,459,0.03418452409050911,0.04534180541532214
9584,MerR HTH family regulatory protein,Tetratricopeptide repeat,7,106,1407,3.305362264578092e-05,0.00012145899332625057
9585,MerR HTH family regulatory protein,Outer membrane lipoprotein,2,106,10,1.7568138096100705e-05,7.191771756346749e-05
9586,HEAT repeats,TPR repeat,4,24,459,5.5216931978196e-07,3.696084501499381e-06
9587,HEAT repeats,Tetratricopeptide repeat,6,24,1407,3.960152857964445e-08,3.5757240455952326e-07
9588,HEAT repeats,Outer membrane lipoprotein,2,24,10,8.735674513219912e-07,5.4619758666419145e-06
9589,FIVAR domain,NlpC/P60 family,6,523,257,0.0001696437856990158,0.0004713416496773112
9590,FIVAR domain,Putative peptidoglycan binding domain,6,523,348,0.0008389979335412963,0.001819820271379112
9591,FIVAR domain,Glycosyl hydrolase 31 N-terminal galactose mutarotase-like domain,3,523,142,0.01008844530333828,0.015325750021095114
9592,Carbohydrate binding module (family 35),FIVAR domain,3,88,523,0.0026796243070961374,0.004931166945338807
9593,FIVAR domain,Glycosyl hydrolase family 31 C-terminal domain,3,523,134,0.008621808934444898,0.013377444835744623
9594,FIVAR domain,Glycosyl hydrolases family 31 TIM-barrel domain,3,523,182,0.01949717686746736,0.027441503375442284
9595,Carbohydrate binding module (family 6),FIVAR domain,6,149,523,8.175405330796698e-06,3.7548390942888346e-05
9596,Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain,FIVAR domain,5,117,523,3.549956584769666e-05,0.00012841576680070396
9597,Domain of unknown function (DUF5110),FIVAR domain,3,84,523,0.0023481059001892513,0.00440978980001936
9598,FIVAR domain,Ricin-type beta-trefoil lectin domain-like,3,523,165,0.015069863742823921,0.021797801511743282
9599,Cellulose or protein binding domain,FIVAR domain,5,469,523,0.016216241970354782,0.02327686464568038
9600,FIVAR domain,Glycosyl hydrolases family 11,4,523,189,0.0030018476384026803,0.0054171062680443555
9601,"Glycosyl hydrolases family 2, sugar binding domain",NlpC/P60 family,2,228,257,0.04785155671269777,0.06110589415442513
9602,Carbohydrate binding module (family 35),"Glycosyl hydrolases family 2, sugar binding domain",4,88,228,6.9522491382994925e-06,3.270799896077784e-05
9603,Carbohydrate binding module (family 6),"Glycosyl hydrolases family 2, sugar binding domain",3,149,228,0.0011406156852120726,0.0023722098695564296
9604,Domain of unknown function (DUF5110),"Glycosyl hydrolases family 2, sugar binding domain",2,84,228,0.005902416763349723,0.009656165156719852
9605,"Glycosyl hydrolases family 2, sugar binding domain",Ricin-type beta-trefoil lectin domain-like,2,228,165,0.021328559748847457,0.029701685744000464
9606,Cellulose or protein binding domain,"Glycosyl hydrolases family 2, sugar binding domain",4,469,228,0.003974811138969352,0.006894896805408496
9607,Glycosyl hydrolases family 11,"Glycosyl hydrolases family 2, sugar binding domain",2,189,228,0.02742273822841487,0.03719383131183563
9608,Hydrazine synthase alpha subunit middle domain,NPCBM/NEW2 domain,1,68,76,0.030205493737601452,0.04053209124617985
9609,NPCBM/NEW2 domain,WD40-like Beta Propeller Repeat,1,76,481,0.19524639997776624,0.21950357831341194
9610,Concanavalin A-like lectin/glucanases superfamily,NPCBM/NEW2 domain,1,538,76,0.21572964229591848,0.24076438785300946
9611,Atrophied bacterial Ig domain,NPCBM/NEW2 domain,1,234,76,0.10021247525521051,0.1191680095958125
9612,NPCBM/NEW2 domain,O-Glycosyl hydrolase family 30,3,76,150,4.6286676407008967e-05,0.00016125856917737562
9613,F5/8 type C domain,NPCBM/NEW2 domain,1,329,76,0.13800771791577715,0.1595697356900142
9614,Carbohydrate binding domain,NPCBM/NEW2 domain,2,191,76,0.0034445001755856255,0.006112421054804668
9615,Bacterial Ig-like domain (group 2),NPCBM/NEW2 domain,1,916,76,0.33913174607624114,0.3670362268316377
9616,GDSL-like Lipase/Acylhydrolase family,NPCBM/NEW2 domain,1,268,76,0.1139234583183277,0.13399290942252912
9617,NPCBM/NEW2 domain,NlpC/P60 family,2,76,257,0.006126080698470343,0.00996983856170996
9618,NPCBM/NEW2 domain,Putative peptidoglycan binding domain,2,76,348,0.010951243674515335,0.01648026677277683
9619,Glycosyl hydrolase 31 N-terminal galactose mutarotase-like domain,NPCBM/NEW2 domain,2,142,76,0.0019277136565454404,0.003724475357539719
9620,Carbohydrate binding module (family 35),NPCBM/NEW2 domain,2,88,76,0.0007488184695054255,0.0016529646091559395
9621,Glycosyl hydrolase family 31 C-terminal domain,NPCBM/NEW2 domain,2,134,76,0.001719903237334268,0.0033750060964563597
9622,FIVAR domain,NPCBM/NEW2 domain,5,523,76,4.3453569009966874e-06,2.1833754083801294e-05
9623,Glycosyl hydrolases family 31 TIM-barrel domain,NPCBM/NEW2 domain,2,182,76,0.0031349200368801077,0.005624359358140563
9624,Carbohydrate binding module (family 6),NPCBM/NEW2 domain,3,149,76,4.5375644110694074e-05,0.00015840489503238584
9625,Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain,NPCBM/NEW2 domain,2,117,76,0.0013162666647070448,0.002679047723806237
