x,y,id,crispr_class,crispr_type,crispr_subtype,operon_size,database,id
7.966615,1.3021085,58798,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,58798
9.976928,5.6224117,58799,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,58799
9.856444,5.707506,58800,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,17.0,flsh,58800
8.110678,1.2764009,58801,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,58801
8.977635,3.9273777,58802,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,58802
4.619909,0.34395054,58803,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,10.0,flsh,58803
6.11964,2.8709614,58804,1.0,I,I-C,3.0,flsh,58804
11.148464,4.944002,58805,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,58805
9.354449,4.982011,58806,1.0,IV,IV-A2,9.0,flsh,58806
10.590522,4.9761043,58807,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,32.0,flsh,58807
6.185458,4.5502043,58808,1.0,I,I-D,14.0,flsh,58808
8.863782,4.364888,58809,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,12.0,flsh,58809
12.288891,2.6703186,58810,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,58810
4.2850637,0.81656295,58811,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,8.0,flsh,58811
4.2534375,0.81694704,58812,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,8.0,flsh,58812
4.9205747,5.0387874,58813,1.0,I,I-B,8.0,flsh,58813
10.423763,2.315287,58814,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,58814
9.018167,4.8297787,58815,1.0,IV,IV-A3,4.0,flsh,58815
10.033048,1.617358,58816,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,58816
9.37526,5.0084233,58817,1.0,IV,IV-A3,9.0,flsh,58817
8.970639,4.788176,58818,1.0,IV,IV-A2,5.0,flsh,58818
9.414204,4.4544992,58819,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,26.0,flsh,58819
12.047016,4.548173,58820,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,12.0,flsh,58820
8.050263,4.2881527,58821,1.0,I,I-E,4.0,flsh,58821
12.319314,3.7288737,58822,1.0,IV,IV-E,4.0,flsh,58822
10.767032,3.3455977,58823,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,9.0,flsh,58823
5.1507373,1.1725672,58824,1.0,III,III-B,14.0,flsh,58824
4.8142934,5.083159,58825,1.0,I,I-B,10.0,flsh,58825
10.965396,3.5451229,58826,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,24.0,flsh,58826
10.963896,3.5486953,58827,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,24.0,flsh,58827
7.985041,1.0333503,58828,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,27.0,flsh,58828
12.28794,3.7177641,58829,1.0,IV,IV-E,4.0,flsh,58829
12.245973,3.7144032,58830,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,58830
8.036129,2.460534,58831,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,33.0,flsh,58831
10.253586,3.7106068,58832,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,58832
14.432818,2.7866626,58833,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,58833
11.117041,2.7030811,58834,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,58834
10.580129,-2.985354,58835,2.0,II,II-D,1.0,flsh,58835
8.773561,1.4684385,58836,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,30.0,flsh,58836
8.225636,7.0132394,58837,1.0,I,I-F,7.0,flsh,58837
7.3040586,5.1900835,58838,1.0,I,I-G,5.0,flsh,58838
7.899748,1.203635,58839,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,61.0,flsh,58839
7.9867735,1.0166713,58840,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,93.0,flsh,58840
8.017225,2.5401773,58841,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,14.0,flsh,58841
7.85729,2.7492175,58842,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,58842
7.860053,3.5907655,58843,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,7.0,flsh,58843
8.892166,3.7390666,58844,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,58844
5.7057896,1.4676794,58845,1.0,III,III-A,12.0,flsh,58845
10.09015,5.468746,58846,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,37.0,flsh,58846
13.461408,3.9889967,58847,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,36.0,flsh,58847
7.4796987,2.43296,58848,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,18.0,flsh,58848
12.148295,3.8511305,58849,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,7.0,flsh,58849
12.406291,3.6082025,58850,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,7.0,flsh,58850
7.965582,1.0228347,58851,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,24.0,flsh,58851
8.021374,1.03909,58852,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,21.0,flsh,58852
8.014211,1.03434,58853,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,21.0,flsh,58853
12.509103,1.8476983,58854,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,58854
7.328317,2.3538947,58855,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,14.0,flsh,58855
6.6211987,4.553141,58856,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,7.0,flsh,58856
9.503049,4.9647937,58857,1.0,IV,IV-A1,4.0,flsh,58857
4.851081,1.015449,58858,1.0,III,III-B,11.0,flsh,58858
7.855213,3.2648993,58859,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,58859
8.025767,5.128053,58860,1.0,I,I-G,8.0,flsh,58860
9.799729,4.570706,58861,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,58861
9.5341625,4.477405,58862,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,18.0,flsh,58862
11.966719,4.7522607,58863,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,6.0,flsh,58863
9.029447,2.194386,58864,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,58864
6.445,0.44445258,58865,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,58865
10.421109,-3.4455917,58866,2.0,II,II-D,1.0,flsh,58866
11.585611,3.9883237,58867,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,35.0,flsh,58867
12.262399,3.7385397,58868,1.0,IV,IV-A2,5.0,flsh,58868
7.8957953,5.0060396,58869,1.0,I,I-G,10.0,flsh,58869
8.644115,3.2383003,58870,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,58870
15.102081,-7.0330963,58871,1.0,I,I-C,6.0,flsh,58871
10.237162,4.5647473,58872,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,58872
12.33261,3.7651417,58873,1.0,IV,IV-A2,5.0,flsh,58873
10.425096,-3.4676726,58874,2.0,II,II-D,1.0,flsh,58874
9.922515,5.680359,58875,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,18.0,flsh,58875
5.8164244,4.8512216,58876,1.0,IV,IV-E,5.0,flsh,58876
10.292754,3.7701879,58877,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,6.0,flsh,58877
5.813867,4.8502026,58878,1.0,IV,IV-E,5.0,flsh,58878
10.296004,3.7437572,58879,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,6.0,flsh,58879
9.405299,4.9114466,58880,1.0,IV,IV-A2,5.0,flsh,58880
15.174904,-7.037457,58881,1.0,I,I-C,6.0,flsh,58881
11.234716,4.8982344,58882,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,15.0,flsh,58882
7.8703194,2.0574317,58883,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,8.0,flsh,58883
6.0434275,0.7773908,58884,1.0,III,III-A,7.0,flsh,58884
11.661942,2.7053132,58885,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,58885
9.760462,4.599585,58886,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,58886
12.200575,3.1835775,58887,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,58887
8.22581,1.5636055,58888,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,11.0,flsh,58888
10.166125,3.0642116,58889,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,58889
17.326696,2.0384474,58890,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,58890
7.914904,1.1235406,58891,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,58891
12.684892,2.8537335,58892,2.0,V,V-M,1.0,flsh,58892
12.6335335,2.905968,58893,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,58893
6.4485655,0.40187246,58894,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,58894
6.334547,4.623932,58895,1.0,I,I-A,8.0,flsh,58895
6.321746,4.6008887,58896,1.0,I,I-A,8.0,flsh,58896
11.522525,2.3484273,58897,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,58897
7.9586616,2.5333319,58898,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,13.0,flsh,58898
9.946108,2.1791375,58899,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,58899
9.964889,3.2470975,58900,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,58900
12.207027,1.2634705,58901,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,58901
13.065843,2.6920273,58902,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,58902
12.565706,2.3369575,58903,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,58903
10.210607,4.766552,58904,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,9.0,flsh,58904
8.991391,5.288208,58905,1.0,IV,IV-B,6.0,flsh,58905
7.6897845,1.0580164,58906,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,11.0,flsh,58906
7.8334355,4.0047793,58907,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,10.0,flsh,58907
4.885088,0.9777566,58908,1.0,III,III-C,8.0,flsh,58908
4.931603,0.91060656,58909,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,10.0,flsh,58909
9.977475,5.646867,58910,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,8.0,flsh,58910
10.409029,3.5936866,58911,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,58911
8.918927,4.0507474,58912,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,58912
15.747679,2.51244,58913,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,58913
8.008458,1.6224207,58914,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,58914
8.723768,1.9763147,58915,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,58915
7.9703207,2.541133,58916,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,26.0,flsh,58916
5.837634,1.1481948,58917,1.0,III,III-A,4.0,flsh,58917
8.049884,2.4560144,58918,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,7.0,flsh,58918
8.045145,3.0686767,58919,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,17.0,flsh,58919
4.6289425,1.0570649,58920,1.0,III,III-D,13.0,flsh,58920
4.741262,5.1350303,58921,1.0,I,I-B,8.0,flsh,58921
8.238168,1.119671,58922,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,8.0,flsh,58922
10.005259,4.4634666,58923,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,58923
11.243773,3.6269398,58924,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,11.0,flsh,58924
7.5078683,3.1535265,58925,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,9.0,flsh,58925
8.196523,3.0951998,58926,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,58926
8.215578,1.1375804,58927,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,7.0,flsh,58927
8.331678,1.090796,58928,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,7.0,flsh,58928
5.2175074,0.14774081,58929,1.0,III,III-B,7.0,flsh,58929
11.67418,2.7899475,58930,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,8.0,flsh,58930
5.0285068,-0.3186532,58931,1.0,III,III-D,7.0,flsh,58931
9.237092,4.0097303,58932,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,58932
8.058004,3.4857323,58933,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,58933
7.887598,3.0810843,58934,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,6.0,flsh,58934
12.973819,3.191481,58935,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,58935
7.9569635,0.4478725,58936,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,51.0,flsh,58936
7.7616234,1.3965373,58937,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,58937
8.584637,1.1067103,58938,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,58938
12.650834,4.3970394,58939,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,7.0,flsh,58939
12.879725,4.317423,58940,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,58940
12.743186,4.2972517,58941,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,58941
9.147469,4.395324,58942,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,58942
17.660463,1.4734885,58943,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,6.0,flsh,58943
9.848696,5.0653667,58944,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,7.0,flsh,58944
12.321542,2.2498174,58945,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,58945
5.752863,1.1165001,58946,1.0,III,III-A,5.0,flsh,58946
5.947528,4.818609,58947,1.0,I,I-D,8.0,flsh,58947
5.9972644,4.7477813,58948,1.0,I,I-D,6.0,flsh,58948
8.178475,3.322937,58949,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,10.0,flsh,58949
11.238669,3.6201456,58950,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,26.0,flsh,58950
12.137157,4.2959905,58951,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,7.0,flsh,58951
5.9126167,4.784677,58952,1.0,I,I-D,10.0,flsh,58952
5.915798,4.7784033,58953,1.0,I,I-D,10.0,flsh,58953
15.129569,2.7967322,58954,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,58954
5.234692,4.987574,58955,1.0,I,I-B,8.0,flsh,58955
9.083868,4.0253854,58956,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,6.0,flsh,58956
11.696174,1.2211317,58957,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,58957
5.7991962,0.5337672,58958,1.0,III,III-A,6.0,flsh,58958
17.089743,2.3079796,58959,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,58959
12.849946,2.9803827,58960,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,58960
12.305253,3.7995634,58961,1.0,IV,IV-E,4.0,flsh,58961
9.971559,2.2550073,58962,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,58962
9.030771,4.740271,58963,1.0,IV,IV-A2,4.0,flsh,58963
9.637931,4.988021,58964,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,17.0,flsh,58964
12.995771,2.775515,58965,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,7.0,flsh,58965
2.4936492,2.0368733,58966,1.0,I,I-E,7.0,flsh,58966
8.132953,5.1452975,58967,1.0,I,I-G,4.0,flsh,58967
10.416176,2.7754698,58968,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,7.0,flsh,58968
9.375864,4.9863334,58969,1.0,IV,IV-A2,7.0,flsh,58969
9.388813,4.974341,58970,1.0,IV,IV-A2,7.0,flsh,58970
7.3682704,3.5506415,58971,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,58971
10.786604,3.3056352,58972,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,58972
11.07728,4.9381657,58973,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,7.0,flsh,58973
11.084839,4.9383216,58974,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,7.0,flsh,58974
9.270448,4.2513475,58975,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,58975
10.422648,4.85238,58976,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,10.0,flsh,58976
14.800502,3.4897048,58977,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,7.0,flsh,58977
8.374269,3.5895686,58978,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,10.0,flsh,58978
6.410568,0.24306233,58979,1.0,III,III-A,11.0,flsh,58979
7.745821,3.9624243,58980,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,19.0,flsh,58980
6.383295,4.488168,58981,1.0,I,I-D,4.0,flsh,58981
11.371287,-3.9125156,58982,2.0,V,V-F1,1.0,flsh,58982
11.989837,3.7121115,58983,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,9.0,flsh,58983
3.1811771,2.837421,58984,1.0,I,I-E,9.0,flsh,58984
5.8318696,1.1178166,58985,1.0,III,III-A,6.0,flsh,58985
7.4380527,5.0497837,58986,1.0,I,I-G,6.0,flsh,58986
12.435901,3.2843218,58987,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,58987
9.513675,4.1258435,58988,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,58988
8.510655,2.6745114,58989,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,9.0,flsh,58989
12.252977,2.2738643,58990,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,58990
8.087834,2.2760856,58991,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,58991
10.96552,4.1123085,58992,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,58992
8.239531,1.433142,58993,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,58993
9.117357,1.7958678,58994,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,62.0,flsh,58994
9.981971,2.016732,58995,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,58995
18.630373,3.9437513,58996,1.0,I,I-G,6.0,flsh,58996
6.3463163,0.24843267,58997,1.0,III,III-A,8.0,flsh,58997
11.726413,3.1517658,58998,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,58998
8.316095,3.6479325,58999,1.0,I,I-G,4.0,flsh,58999
8.109791,3.556374,59000,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,12.0,flsh,59000
9.093585,4.9119067,59001,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,59001
10.08403,5.762248,59002,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5.0,flsh,59002
9.707793,4.812452,59003,1.0,I,I-F,3.0,flsh,59003
11.87557,1.5071012,59004,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,6.0,flsh,59004
5.3488407,1.0700918,59005,1.0,III,III-B,17.0,flsh,59005
8.655321,2.4843457,59006,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,19.0,flsh,59006
9.764427,4.362434,59007,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4.0,flsh,59007
5.913586,4.7913694,59008,1.0,I,I-D,5.0,flsh,59008
13.967024,4.33888,59009,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,12.0,flsh,59009
10.520461,2.5180266,59010,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,59010
7.9980307,1.0510784,59011,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,16.0,flsh,59011
11.851672,3.689821,59012,1.0,IV,IV-E,6.0,flsh,59012
5.836266,1.1474179,59013,1.0,III,III-A,5.0,flsh,59013
5.8353996,1.1480881,59014,1.0,III,III-A,5.0,flsh,59014
9.737826,4.626067,59015,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,12.0,flsh,59015
11.311564,2.8271465,59016,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3.0,flsh,59016
10.549782,3.638417,59017,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,59017
-0.2852585,9.654063,59018,1.0,I,I-E,12.0,benchmark,59018
-2.2453976,3.7923763,59019,1.0,I,I-E,14.0,benchmark,59019
13.307183,2.5571864,59020,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1.0,flsh,59020
17.357546,4.942764,59021,1.0,I,I-F_T,4.0,flsh,59021
17.355614,4.944287,59022,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,10.0,flsh,59022
14.737272,2.1423202,59023,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2.0,flsh,59023
11.979908,4.4438796,59024,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,10.0,flsh,59024
